file,id,successful_simulation,study,n_total,n_trt,n_ctl,events_trt,events_ctl,or,or_lb,or_ub,or_pval,yi,vi,sei,theta_true,re_mean,re_mean_lb,re_mean_ub,re_mean_pval,het_I2,het_pval,cc_applied,tier,source,n_studies,sample_sizes,effect_sizes,heterogeneity,stat_sig_re
design_1,1,TRUE,11,30,15,15,1,1,1,0.0567503478437738,17.6210373679624,1,0,2.14285714285714,1.4638501094228,-0.481296021097531,0.580206246048297,0.306736825142769,1.09748572834961,0.0941453737458488,61.5365822349661,0.000909311149187894,FALSE,1,base,15,mix,0.5,large,no
design_1,1,TRUE,12,30,15,15,4,1,5.09090909090909,0.495692093527348,52.2851901620476,0.170864646452935,1.62745641793678,1.41233766233766,1.18841813447021,0.450927520819734,0.580206246048297,0.306736825142769,1.09748572834961,0.0941453737458488,61.5365822349661,0.000909311149187894,FALSE,1,base,15,mix,0.5,large,no
design_1,1,TRUE,13,30,15,15,0,6,0.0471464019851117,0.00237642637256069,0.935346975528895,0.0450903258715919,-3.05449758278024,2.32362544077315,1.52434426583143,-1.12843976610178,0.580206246048297,0.306736825142769,1.09748572834961,0.0941453737458488,61.5365822349661,0.000909311149187894,TRUE,1,base,15,mix,0.5,large,no
design_1,1,TRUE,14,30,15,15,4,4,1,0.19821816807015,5.04494623139741,1,0,0.681818181818182,0.825722823844771,-0.366134413459001,0.580206246048297,0.306736825142769,1.09748572834961,0.0941453737458488,61.5365822349661,0.000909311149187894,FALSE,1,base,15,mix,0.5,large,no
design_1,1,TRUE,15,30,15,15,2,4,0.423076923076923,0.0647050199032093,2.76630906084241,0.369249371984977,-0.860201265223111,0.917832167832168,0.958035577539878,0.300338905946096,0.580206246048297,0.306736825142769,1.09748572834961,0.0941453737458488,61.5365822349661,0.000909311149187894,FALSE,1,base,15,mix,0.5,large,no
design_2,2,TRUE,1,80,40,40,5,6,0.80952380952381,0.225705813335183,2.90346441902562,0.745735934528502,-0.211309093667207,0.424649859943978,0.651651640022472,-0.0890027791828949,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_2,2,TRUE,2,80,40,40,4,7,0.523809523809524,0.140467309797238,1.95331154009867,0.33558172447901,-0.646627164925052,0.450937950937951,0.671519136687817,-0.775182994317705,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_2,2,TRUE,3,80,40,40,1,8,0.102564102564103,0.0121790448685017,0.863729073039693,0.0361961861264239,-2.27726728500976,1.18189102564103,1.08714811577863,-1.04485996057381,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_2,2,TRUE,4,80,40,40,4,9,0.382716049382716,0.107270997028726,1.36543500584683,0.138871775730064,-0.960461950187293,0.421146953405018,0.648958360301351,-0.824433542884121,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_2,2,TRUE,5,80,40,40,4,8,0.444444444444444,0.122191002182403,1.61657454861253,0.218358201631481,-0.810930216216329,0.434027777777778,0.658807845868412,-0.902077623027771,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_2,2,TRUE,6,80,40,40,5,9,0.492063492063492,0.148901621238085,1.62608357255272,0.244916339482124,-0.709147521906387,0.371940604198669,0.609869333709007,-0.83251185509216,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_2,2,TRUE,7,80,40,40,6,8,0.705882352941177,0.220537481962698,2.25934336312976,0.557339968879231,-0.348306694268216,0.352328431372549,0.593572599917271,-0.760159013850893,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_2,2,TRUE,8,80,40,40,14,9,1.85470085470085,0.691684072807456,4.9732463066063,0.219645469272919,0.617723418742703,0.25325928551735,0.503248731262534,-0.181205473156471,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_2,2,TRUE,9,80,40,40,5,5,1,0.265755777797639,3.76285327937989,1,0,0.457142857142857,0.676123403782813,-0.157922134903224,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_2,2,TRUE,10,80,40,40,7,9,0.730639730639731,0.242554471954481,2.20088465773363,0.57696729943929,-0.31383478526224,0.316529348787413,0.562609410503782,-0.544195210964561,0.68370159190608,0.461107590325493,1.01375010210728,0.0584895469860711,0.581029849522268,0.432433145092947,FALSE,1,base,10,51-100,0.5,medium,no
design_3,3,TRUE,1,750,375,375,58,80,0.674684542586751,0.464469118856384,0.9800419737835,0.0388476867073544,-0.393510041664923,0.0362857839513115,0.190488277726771,-0.13983769511187,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_3,3,TRUE,2,750,375,375,82,71,1.19828870835937,0.839411734678144,1.71059775466701,0.319220095958836,0.180894462612092,0.03298207196096,0.181609669238617,0.145725913477991,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_3,3,TRUE,3,750,375,375,61,73,0.803682052176948,0.552416224317344,1.16923582718726,0.253215564633886,-0.218551545508464,0.036588044413879,0.191280015720093,-0.199245100460335,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_3,3,TRUE,4,750,375,375,77,84,0.895134228187919,0.631501686583533,1.26882525177167,0.5336989672417,-0.110781596323542,0.0316839057066,0.177999735130702,0.118880779897377,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_3,3,TRUE,5,750,375,375,61,70,0.846451319381256,0.580169613641295,1.23494891706833,0.387049367901319,-0.166702587176889,0.0371425588090515,0.192724048341278,-0.115837621902525,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_3,3,TRUE,6,750,375,375,70,65,1.09457755359395,0.753964198028086,1.58906752331903,0.634693248571468,0.0903684930255022,0.0361748246465327,0.190196805037658,0.0609379531472967,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_3,3,TRUE,7,750,375,375,92,81,1.17995026828949,0.839581236484698,1.65830604012292,0.340603998521944,0.165472292072046,0.0301501736785483,0.17363805365918,0.210169360489917,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_3,3,TRUE,8,750,375,375,61,74,0.790196247202617,0.543631971791898,1.14858974727874,0.217209319222944,-0.235473950190236,0.0364139286484731,0.19082433976952,-0.170953234870143,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_3,3,TRUE,9,750,375,375,69,73,0.932849852269675,0.64727556282277,1.34441789071191,0.709315465162783,-0.0695110211286429,0.0347706158945296,0.186468806760084,0.0582319883195052,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_3,3,TRUE,10,750,375,375,65,71,0.89777373920945,0.619010122306235,1.30207513216622,0.569712390191384,-0.107837203218649,0.0359844025626923,0.189695552300765,-0.0845951520127939,0.924020529628735,0.823222340759912,1.03716079715137,0.179970743571529,0.205875447324719,0.435562055909357,FALSE,1,base,10,100-1000,1,small,no
design_4,4,TRUE,1,30,15,15,2,5,0.307692307692308,0.049092597352952,1.92848945294855,0.208155760871129,-1.17865499634165,0.876923076923077,0.936441710371274,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,2,30,15,15,2,5,0.307692307692308,0.049092597352952,1.92848945294855,0.208155760871129,-1.17865499634165,0.876923076923077,0.936441710371274,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,3,30,15,15,3,5,0.5,0.0951426846125086,2.62763239252902,0.412912338913348,-0.693147180559945,0.716666666666667,0.84656167328002,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,4,30,15,15,4,3,1.45454545454545,0.264150508193817,8.00945829635307,0.66683924036126,0.374693449441411,0.757575757575758,0.870388279778489,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,5,30,15,15,1,3,0.285714285714286,0.0261560642503657,3.12098381009609,0.304439282282784,-1.25276296849537,1.48809523809524,1.21987509118567,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,6,30,15,15,1,2,0.464285714285714,0.0374924159011375,5.74946210610173,0.550102922980469,-0.767255152713667,1.64835164835165,1.28388147753274,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,7,30,15,15,3,2,1.625,0.230347985434779,11.4636340101514,0.626207696412097,0.485507815781701,0.993589743589744,0.996789718842316,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,8,30,15,15,2,1,2.15384615384615,0.17392931400291,26.6720608945784,0.550102922980469,0.767255152713667,1.64835164835165,1.28388147753274,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,9,30,15,15,0,1,0.311827956989247,0.0117366651900129,8.28486398698925,0.486188571151954,-1.16530366316678,2.8001483129403,1.67336436944866,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,TRUE,1,base,15,20-50,1,none,no
design_4,4,TRUE,10,30,15,15,1,2,0.464285714285714,0.0374924159011375,5.74946210610173,0.550102922980469,-0.767255152713667,1.64835164835165,1.28388147753274,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,11,30,15,15,5,3,2,0.380570738450034,10.5105295701161,0.412912338913348,0.693147180559945,0.716666666666667,0.84656167328002,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,12,30,15,15,2,2,1,0.121804370364748,8.20988604107929,1,0,1.15384615384615,1.07417231105915,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,13,30,15,15,3,2,1.625,0.230347985434779,11.4636340101514,0.626207696412097,0.485507815781701,0.993589743589744,0.996789718842316,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,14,30,15,15,2,2,1,0.121804370364748,8.20988604107929,1,0,1.15384615384615,1.07417231105915,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_4,4,TRUE,15,30,15,15,3,3,1,0.167094769795647,5.98462777274823,1,0,0.833333333333333,0.912870929175277,0,0.812841538675544,0.483075566796349,1.36771845319795,0.435098233828795,0,0.927925507025938,FALSE,1,base,15,20-50,1,none,no
design_5,5,TRUE,1,30,15,15,9,7,1.71428571428571,0.40301876518355,7.29190738517016,0.46558331868637,0.538996500732687,0.545634920634921,0.738671050356599,0.935574769802292,0.907485529423622,0.44517253106422,1.84991195243911,0.789353358905259,0.514226787699979,0.403214971398632,FALSE,1,base,5,20-50,2,medium,no
design_5,5,TRUE,2,30,15,15,6,6,1,0.232034107981311,4.30971122607779,1,0,0.555555555555556,0.74535599249993,1.14845506722196,0.907485529423622,0.44517253106422,1.84991195243911,0.789353358905259,0.514226787699979,0.403214971398632,FALSE,1,base,5,20-50,2,medium,no
design_5,5,TRUE,3,30,15,15,4,3,1.45454545454545,0.264150508193817,8.00945829635307,0.66683924036126,0.374693449441411,0.757575757575758,0.870388279778489,0.44909222604246,0.907485529423622,0.44517253106422,1.84991195243911,0.789353358905259,0.514226787699979,0.403214971398632,FALSE,1,base,5,20-50,2,medium,no
design_5,5,TRUE,4,30,15,15,3,3,1,0.167094769795647,5.98462777274823,1,0,0.833333333333333,0.912870929175277,0.147534401582824,0.907485529423622,0.44517253106422,1.84991195243911,0.789353358905259,0.514226787699979,0.403214971398632,FALSE,1,base,5,20-50,2,medium,no
design_5,5,TRUE,5,30,15,15,3,8,0.21875,0.0432213516054709,1.10712785978546,0.0662159127031433,-1.51982575374441,0.68452380952381,0.827359540661622,0.370571604484758,0.907485529423622,0.44517253106422,1.84991195243911,0.789353358905259,0.514226787699979,0.403214971398632,FALSE,1,base,5,20-50,2,medium,no
design_6,6,TRUE,1,750,375,375,180,63,4.57142857142857,3.25991083221674,6.41059227054466,1.25428583959634e-18,1.51982575374441,0.0297619047619048,0.172516389835589,1.34781535896214,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,2,750,375,375,50,86,0.516994633273703,0.35253023711022,0.758185887896599,0.00073286073130031,-0.659722785042667,0.038165037666124,0.19535874095142,-0.317709215192762,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,3,750,375,375,46,72,0.588399189463019,0.393816956847054,0.879123156434313,0.00963020563815392,-0.530349667782963,0.0419678630344863,0.204860594147548,-0.679852407416905,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,4,750,375,375,102,73,1.54568718952281,1.09779731532644,2.17631146888393,0.0126158099505303,0.43546859432579,0.0304768136467631,0.17457609700862,0.321182186651155,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,5,750,375,375,69,76,0.887125902992776,0.617199178932498,1.27510274579743,0.517608333683871,-0.119768364250766,0.0342631038215908,0.185102954653865,-0.126634286066487,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,6,750,375,375,99,74,1.45901880141011,1.03575932701258,2.05524179927789,0.0306993713501079,0.377764155962146,0.0305599711565333,0.174814104569778,0.486310791482961,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,7,750,375,375,125,68,2.25735294117647,1.60789416865203,3.16914035785699,2.55576774758381e-06,0.814192861851145,0.0299632113431692,0.173098848474417,0.753474155148069,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,8,750,375,375,236,85,5.79263647905205,4.2066210560241,7.97662469035393,5.2409069957361e-27,1.75658753838512,0.0266445144843317,0.163231475164356,1.93932785660715,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,9,750,375,375,89,70,1.35589410589411,0.95335260033309,1.92840385158235,0.0902369439639322,0.30446109347034,0.0322968613629877,0.179713275422234,0.0767258297438562,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,10,750,375,375,92,87,1.07615450225417,0.769129412460291,1.50573946849513,0.668458820462326,0.0733940408871648,0.0293696092177704,0.171375637760361,0.507101155201129,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,11,750,375,375,125,83,1.75903614457831,1.27112614773667,2.43422587399559,0.00065597050490719,0.564766013911738,0.0274728503053309,0.165749359894182,0.797863627038247,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,12,750,375,375,133,70,2.39462809917355,1.71295621606979,3.34757168896483,3.24159450706814e-07,0.87322793662312,0.0292154312077443,0.170925221099007,1.04129546910626,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,13,750,375,375,92,71,1.39192753695317,0.981477337937583,1.97402649377497,0.0635844768174517,0.330689503770709,0.031777114848449,0.178261366673907,0.139140889406148,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,14,750,375,375,19,66,0.249872318692543,0.146701662468503,0.425599646235728,3.326871145929e-07,-1.38680521681427,0.0738283288176211,0.271713689050848,-1.17668048223846,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,15,750,375,375,53,61,0.847266062519092,0.568210110492595,1.2633703051751,0.416170959829462,-0.165740510257344,0.0415516705891607,0.203842268897206,-0.162145731459333,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,16,750,375,375,141,70,2.62545787545788,1.88115872537097,3.6642463832734,1.3867464578729e-08,0.965255309578519,0.028930105665369,0.170088523026596,0.695771979728269,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,17,750,375,375,133,82,1.96376738560774,1.42086824316477,2.71410270679788,4.35992303650509e-05,0.674864763817882,0.0272591196319358,0.165103360450161,0.900417325903108,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,18,750,375,375,60,78,0.725274725274725,0.499958375607286,1.05213444315916,0.0906037816544196,-0.321204764490425,0.036028786028786,0.189812502298416,-0.105639212557613,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,19,750,375,375,95,75,1.35714285714286,0.962335776969618,1.91392316359036,0.081669621654098,0.305381649551182,0.0307644110275689,0.175397864945868,0.433587088129252,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_6,6,TRUE,20,750,375,375,61,79,0.727888414093365,0.502836882691147,1.05366483965095,0.0923813661978336,-0.317607519877903,0.0356147622252266,0.188718738405137,-0.195018721025704,1.33075158147526,0.980658989030865,1.8058262774392,0.0665691829517874,93.2502435089192,1.22124386040425e-48,FALSE,1,base,20,100-1000,2,large,no
design_7,7,TRUE,1,30,15,15,2,2,1,0.121804370364748,8.20988604107929,1,0,1.15384615384615,1.07417231105915,-0.496151712812418,0.402942258181021,0.151463379817818,1.07195853957117,0.068641593946708,0.176831822650901,0.405047739946307,FALSE,1,base,5,20-50,0.67,small,no
design_7,7,TRUE,2,30,15,15,3,6,0.375,0.0732312839123772,1.92028587356547,0.239197460576892,-0.980829253011726,0.694444444444445,0.833333333333333,-0.845793749335288,0.402942258181021,0.151463379817818,1.07195853957117,0.068641593946708,0.176831822650901,0.405047739946307,FALSE,1,base,5,20-50,0.67,small,no
design_7,7,TRUE,3,30,15,15,0,5,0.06158357771261,0.00306859465727294,1.23591984848709,0.0685244545788232,-2.78736003956009,2.34157240608854,1.53021972477437,-0.275788477395399,0.402942258181021,0.151463379817818,1.07195853957117,0.068641593946708,0.176831822650901,0.405047739946307,TRUE,1,base,5,20-50,0.67,small,no
design_7,7,TRUE,4,30,15,15,2,2,1,0.121804370364748,8.20988604107929,1,0,1.15384615384615,1.07417231105915,-0.198968119573612,0.402942258181021,0.151463379817818,1.07195853957117,0.068641593946708,0.176831822650901,0.405047739946307,FALSE,1,base,5,20-50,0.67,small,no
design_7,7,TRUE,5,30,15,15,0,4,0.0824372759856631,0.00402433787668075,1.68870126718625,0.105257939462748,-2.49571756589222,2.37369487299361,1.54068000343797,-0.626457061518529,0.402942258181021,0.151463379817818,1.07195853957117,0.068641593946708,0.176831822650901,0.405047739946307,TRUE,1,base,5,20-50,0.67,small,no
design_9,9,TRUE,1,80,40,40,9,9,1,0.350105536337742,2.85628159571666,1,0,0.28673835125448,0.535479552601666,0.405465108108164,1.23425338784569,0.980869439683641,1.55309296403393,0.0726209241017075,0,0.881830501077453,FALSE,1,base,20,51-100,1.5,none,no
design_9,9,TRUE,2,80,40,40,10,7,1.57142857142857,0.530950061201415,4.65088515012956,0.414260104614502,0.451985123743057,0.306493506493506,0.553618556854362,0.405465108108164,1.23425338784569,0.980869439683641,1.55309296403393,0.0726209241017075,0,0.881830501077453,FALSE,1,base,20,51-100,1.5,none,no
design_9,9,TRUE,3,80,40,40,11,13,0.787798408488064,0.301978882822312,2.05519778938155,0.625888911246872,-0.238513048645311,0.239351963489895,0.489236101989514,0.405465108108164,1.23425338784569,0.980869439683641,1.55309296403393,0.0726209241017075,0,0.881830501077453,FALSE,1,base,20,51-100,1.5,none,no
design_9,9,TRUE,4,80,40,40,9,9,1,0.350105536337742,2.85628159571666,1,0,0.28673835125448,0.535479552601666,0.405465108108164,1.23425338784569,0.980869439683641,1.55309296403393,0.0726209241017075,0,0.881830501077453,FALSE,1,base,20,51-100,1.5,none,no
design_9,9,TRUE,5,80,40,40,11,14,0.704433497536946,0.272243344033259,1.82273162348282,0.470105697268035,-0.35036134878188,0.23528195941989,0.485058717497058,0.405465108108164,1.23425338784569,0.980869439683641,1.55309296403393,0.0726209241017075,0,0.881830501077453,FALSE,1,base,20,51-100,1.5,none,no
design_9,9,TRUE,6,80,40,40,18,10,2.45454545454545,0.950413627266407,6.3391277393174,0.0636097805722154,0.897941593205959,0.234343434343434,0.484090316308263,0.405465108108164,1.23425338784569,0.980869439683641,1.55309296403393,0.0726209241017075,0,0.881830501077453,FALSE,1,base,20,51-100,1.5,none,no
design_9,9,TRUE,7,80,40,40,8,7,1.17857142857143,0.382661732507375,3.62991774260607,0.774670683792759,0.164303051291276,0.329410173160173,0.573942656682855,0.405465108108164,1.23425338784569,0.980869439683641,1.55309296403393,0.0726209241017075,0,0.881830501077453,FALSE,1,base,20,51-100,1.5,none,no
design_9,9,TRUE,8,80,40,40,10,12,0.777777777777778,0.29055803594116,2.08198775038334,0.616897403072145,-0.251314428280906,0.252380952380952,0.502375310282017,0.405465108108164,1.23425338784569,0.980869439683641,1.55309296403393,0.0726209241017075,0,0.881830501077453,FALSE,1,base,20,51-100,1.5,none,no
